ui,vi,wi
33.26,-13.78,-3.12
29.3,-19.75,-3.66
29.73,-15.13,-2.95
28.97,-13.06,-2.05
29.58,-17.11,-0.79
34.42,-18.17,-1.01
31.77,-18.67,-0.93
29.4,-21.04,-1.1
32.37,-17.95,-0.75
36.42,-15.57,-0.6
36.93,-14.28,-1.14
38.01,-12.58,-2.08
35.76,-10.54,-2.23
34.18,-10.31,-1.83
33.34,-12.19,-1.89
32.43,-12.7,-1.59
32.74,-12.92,-1.54
33.42,-12.79,-0.82
34.25,-10.92,-0.28
33.48,-10.99,-0.66
33.29,-9.78,-0.09
32.65,-9.62,0.38
33.69,-9.51,0.52
32.69,-10.11,0.72
32.81,-11.45,0.77
31.66,-13.3,1.3
32.3,-12.48,1.47
32.52,-11.79,1.57
34.21,-10.73,1.32
35.51,-9.39,1
34.54,-9.22,0.77
34.2,-7.33,0.76
35.02,-9.61,-0.14
35.37,-6.8,-0.1
36.1,-7.54,-0.62
34.42,-7.08,-0.99
31.9,-9.63,-0.97
32.03,-10.98,-1.06
33.41,-10.09,-1.44
30.91,-12.13,-2.4
33.31,-12.12,-3.04
32.84,-9.51,-3.18
33.03,-6.61,-3.02
31.86,-12.91,-4.01
37.36,-10.79,-4.23
36.75,-3.58,-3.85
34.19,-9.72,-4.14
28.32,-13.89,-4.28
26.42,-16.62,-3.74
23.11,-22.13,-3.38
26.44,-18.87,-1.94
27.5,-15.63,-1.17
29.45,-13.65,-0.36
31.22,-14.68,-0.83
34.16,-8.87,-0.31
34.72,-7.14,-0.28
33.91,-8.12,-0.22
34.78,-7.06,0.33
36.44,-8.21,-0.16
34.89,-7.89,-0.12
35.73,-6.82,0.82
34.45,-4.95,1.41
35.57,-7.13,1.25
33.34,-11.23,1.11
30.34,-13.37,1.08
29.45,-15.06,1.61
29.17,-18.01,2.06
30.62,-12.43,2.9
30.38,-15.23,2.01
28.64,-20.14,0.57
28.4,-14.6,0.03
31.46,-15.15,0.09
34.83,-11.87,-0.14
34.33,-6.87,0.11
35.76,-8.9,0.55
34.76,-9.98,0.25
35.72,-11.52,0.1
36.23,-13.67,-1.39
31.85,-12.23,-2.25
30.95,-12.65,-2.73
29.8,-15.28,-3.04
32.07,-15.44,-3.09
32.26,-16,-3.57
30.77,-13.37,-3.92
29.91,-11.11,-3.68
27.69,-14.61,-3.2
31.87,-13.56,-2.45
33.95,-10.79,-2.83
33.98,-8.08,-3.26
33.45,-8.06,-3.39
31.82,-8.9,-2.59
32.14,-11.48,-2.67
31.8,-8.56,-2.37
31.94,-7.55,-2.11
29.74,-10.82,-2.01
29.31,-11.48,-1.67
31.49,-14.78,-2.16
32.33,-11.99,-2.36
30.47,-10.18,-1.88
28.38,-11.79,-0.84
31.88,-12.04,-0.99
33.13,-6.06,-0.38
30.73,-4.71,0.51
27.06,-5.98,2.19
25,-14.81,1.56
23.8,-18.81,0.09
25.3,-16.69,1.18
23.58,-16.24,1.68
21.96,-27.05,-0.22
26.28,-21.23,0.38
30.24,-13.94,1.01
29.34,-13.39,1.13
27.12,-13.35,1.32
25.02,-12.6,2.17
19.99,-19.31,2.2
23.54,-22.9,1.6
28.19,-10.52,2.94
36.09,-8.96,2.17
32.22,-10.58,1.61
33.29,-9.4,0.79
29.7,-12.97,-1.22
29.62,-13.22,-3.07
19.15,-12.93,-1.3
17.9,-29.81,-1.48
30.71,-13.63,-0.19
30.34,-9.75,-1.24
29.52,-13.1,-1.99
29.6,-11.89,-2.05
29.19,-12.46,-2.69
28.39,-11.69,-2.49
28.88,-10.55,-2.18
29.73,-10.87,-1.85
30.63,-11.58,-2.22
29.65,-10.29,-2.44
28.95,-10.35,-1.67
30.11,-11.83,-1.91
30.5,-11.38,-2.89
29.92,-12.25,-3.38
28.56,-11.98,-3.31
28.65,-11.6,-3.47
26.36,-11.56,-3.42
29.59,-14.41,-3.65
30.77,-13.28,-4.52
31.3,-10.86,-5.19
29.49,-10.49,-5.41
28.39,-8.5,-4.89
28.39,-11.81,-3.9
27.95,-10.53,-2.3
31.16,-13.14,-2.14
30.72,-8.93,-1.76
29.63,-9.78,-1.57
27.91,-13.82,-1.68
28.36,-12.67,-1
26.32,-13.76,0.21
23.45,-14.98,1.31
24.14,-15.56,1.71
29.01,-14.85,1.82
33.09,-12.85,1.46
34.96,-10.57,0.86
34.52,-10.03,0.2
31.67,-11.38,-0.74
30.41,-12.97,-1.32
27.85,-12.49,-1.62
26.65,-13.12,-1.68
26.45,-15.77,-1.49
24.79,-15.44,-1.08
24.17,-15.92,-0.93
23.76,-15.75,-0.57
25.18,-16.14,0.34
24.7,-15.98,0.94
25.73,-17.08,1.49
26.08,-17.65,1.59
29.01,-15.93,1.76
29.46,-14.26,1.69
26.83,-9.82,1.72
25.47,-13.17,1.32
23.72,-13.24,2.06
27.09,-14.05,2.16
30.56,-12.53,1.83
30.16,-6.94,1.8
31.12,-7.72,1.66
32.5,-9.03,1.56
32.59,-10.13,0.96
31.95,-8.08,1
31.09,-6.49,1.37
30.58,-5.01,2.02
31.72,-9.75,2.36
29.49,-14.51,1.18
28.07,-15.15,0.83
24.99,-14.66,0.74
26.81,-11.77,0.89
28.43,-13.57,1.01
28.29,-14.41,0.91
28.86,-15.96,0.92
28.34,-16.9,0.4
31.55,-15.76,0.23
29.14,-15.11,0.2
30.12,-20.38,-0.27
30.14,-18.73,-1
27.49,-15.8,-0.76
26.4,-19.32,-0.09
26.12,-19.64,0.83
26.5,-22.82,0.71
27.96,-22.68,1.15
28.44,-22.07,1.26
34.6,-16.65,0.82
37.18,-12.19,-0.31
36.21,-8.19,-1.07
35.1,-2.62,-0.04
33.77,-8.81,-0.27
35.77,-12.25,-0.88
34.69,-11.17,-1.82
33.09,-9.08,-1.78
33.03,-10.73,-1.81
34.21,-12.01,-2.19
32.59,-12.7,-2.37
33.4,-14.63,-2.55
31.84,-11.59,-2.11
31.79,-13.33,-2.59
30.41,-13.21,-3.12
30.91,-12.49,-2.69
30.55,-16.39,-2.89
30.4,-17.89,-2.73
28.9,-16.71,-2.46
29.41,-18.42,-2.16
29.57,-17.43,-2.01
30.87,-17.16,-2.4
30.78,-18.81,-2.85
33.9,-18.97,-3.16
35.59,-16.44,-3.26
33.43,-14.16,-3.29
32.71,-13.92,-3.12
31.9,-13.14,-2.73
31.28,-15.82,-2.81
31.33,-17.12,-2.68
30.61,-16.22,-2.62
29.96,-14.79,-1.85
29.57,-16.75,-2.22
29.09,-15.91,-2.08
29.44,-17.54,-2.48
30.82,-16.19,-1.9
29.34,-15.14,-1.83
28.75,-17.35,-2.35
28.21,-16.01,-1.82
28.19,-17.33,-1.8
28.76,-18.82,-1.46
29.54,-19.69,-1.72
29.8,-19.49,-1.69
30.37,-18.54,-1.57
30.92,-21.39,-2.06
32.62,-19.12,-2.35
31.65,-18.47,-2.48
32.06,-17.46,-2.37
31.14,-18.21,-2.82
33.33,-18.86,-3.25
33.66,-15.7,-4.24
33.46,-14.96,-4.25
30.66,-13.89,-4.02
31.53,-11.99,-3.53
32.85,-13.48,-2.84
33.14,-14.46,-2.3
30.22,-14.52,-1.86
29.74,-13.93,-1.49
30.21,-13.65,-1.42
29.52,-11.66,-1.04
28.99,-12.74,-0.95
29.48,-13.05,-0.96
30.52,-12.16,-0.8
30.47,-11.36,-0.48
30.67,-11.13,0.07
29.62,-13.04,-0.06
29.4,-12.56,0.11
30.59,-12.44,0.49
30.14,-14.36,0.52
31.2,-12.15,0.64
30.55,-12.42,0.45
29.89,-11.1,0.51
27.96,-15.97,0.02
28.03,-16.14,-0.25
27.48,-14.62,-0.34
27.16,-14.57,-0.2
29.48,-12.44,0.06
30.6,-12.11,0.02
31.7,-11.98,-0.53
31.9,-13.65,-1.25
32.75,-10.69,-1.92
33.04,-9.01,-2.18
31.35,-9.58,-2.84
30.23,-12.03,-3.13
29.25,-12.41,-2.7
30.02,-13.8,-2.73
26.61,-11.7,-1.93
25.22,-15.51,-1.9
26.53,-16.76,-1.4
28.44,-15.47,-1.46
32.71,-11.82,-1.25
35.39,-8.74,-1.75
33.44,-7.44,-2.83
33.17,-6.27,-2.93
30.86,-10.81,-3.77
29.52,-10.45,-3.73
30.68,-10.94,-4.1
31.4,-8.71,-3.87
31.33,-10.72,-4.54
29.86,-9.75,-4.46
32.3,-8.58,-4.01
31.85,-8.86,-4.11
30.05,-10.78,-4.25
29.66,-12.56,-4.4
25.96,-14.2,-3.79
25.24,-14.94,-2.76
25.56,-20.34,-2.74
25.09,-20.05,-2.85
25.91,-18.8,-2.72
29.65,-20.19,-2.93
27.92,-16.72,-2.71
30.09,-13.95,-2.25
31.35,-11.37,-1.68
32.87,-13.1,-1.9
32.7,-17.51,-3.53
33.06,-15.04,-4.25
33.36,-11.63,-4.33
33.65,-12.08,-4.66
29.16,-11.61,-4.06
26.46,-20.96,-3.57
27.67,-19.76,-2.51
33.67,-16.05,-1.95
33.44,-10.72,-1.83
32.61,-10.73,-1.88
31.98,-11.95,-1.43
32.64,-9.68,-1
32.38,-12.03,-1.29
30.18,-11.49,-0.84
29.84,-15.24,-0.92
28.8,-17.45,-0.62
28.96,-17.15,-0.89
27.44,-18.19,-1.17
27.25,-18.95,-1.03
26.94,-19.81,-1.01
25.91,-21.93,-0.93
26.86,-20.53,-1.02
29.93,-15.55,-0.71
30.41,-13.1,-0.5
29.98,-13.25,-1.19
30.06,-12.8,-1.11
30.16,-15.51,-1.74
32.44,-13.44,-1.29
32.2,-10.51,-1.33
30.51,-14.41,-1.1
28.5,-16.59,-1.33
30.95,-12.82,-0.86
30.28,-11.76,-1.03
31.04,-10.77,-1.08
30.24,-9.04,-1
31.42,-8.99,-1.19
32.83,-7.58,-0.93
32.53,-7.29,-0.97
29.31,-5.53,0.13
31.19,-9.69,1.24
29.57,-9.56,1.07
27.35,-12,0.47
29.07,-12.39,0.15
31.01,-11.4,-0.03
31.4,-12.15,-0.88
32.01,-10.18,-1.34
30.74,-11.99,-2.37
29.87,-12.49,-2.76
30.23,-12.5,-2.98
28.81,-12.52,-3.34
28.18,-13.43,-3.72
27.89,-12.23,-4.21
28.27,-13.01,-4.96
30.45,-9.44,-5.31
29.88,-8.74,-5.81
28.76,-8.54,-5.61
28.61,-9.86,-6.07
26.88,-11.33,-6.28
25,-9.51,-6.38
24.58,-9.03,-6.47
24.34,-10.69,-6.43
22.63,-15.37,-6.57
22.61,-15.58,-6.45
25.16,-13.74,-5.65
22.74,-14.87,-5.36
22.85,-15.29,-4.96
21.58,-16.66,-5.15
23.21,-17.88,-4.75
24.48,-16.43,-4.5
25.32,-14.24,-3.98
24.02,-14.85,-3.79
23.32,-15.27,-3.81
24.13,-14.04,-3.27
26.86,-12.26,-3.21
28.28,-12,-3.46
28.08,-9,-3.63
27.11,-10.85,-3.84
27.02,-9.94,-4.25
27.29,-12.7,-4.99
28.03,-8.24,-5.08
29.93,-9.7,-5.4
30.75,-6.88,-5.68
27.18,-7.92,-5.92
27.43,-9.84,-5.73
27.93,-7.91,-5.15
29.84,-10.96,-5.73
29.7,-10.12,-5.67
30.02,-10.14,-5.93
30.49,-10.27,-6.26
30.04,-10.43,-6.64
28.69,-11.42,-6.32
26.7,-9.73,-5.43
26.12,-10.31,-4.32
27.86,-9.71,-3.55
28.86,-9.88,-3.02
28.2,-12.38,-2.81
26.28,-14.98,-2.24
27.25,-14.59,-2.41
27.71,-12.08,-2.04
27.42,-12.48,-1.96
26.86,-14.01,-1.48
26.13,-17.62,-2.14
25.03,-18.57,-2.58
27.29,-15.89,-2.34
27.35,-15.91,-2.49
26.97,-16.57,-2.83
26.13,-17.55,-3.06
26.58,-17.69,-3.57
26.63,-17.15,-3.23
26.52,-19.33,-3.26
27.6,-20.79,-3.67
26.42,-19.83,-4.04
26.61,-15.69,-3.82
26.95,-15.79,-3.98
25.82,-15.33,-3.86
21.51,-15.83,-2.83
22.07,-19.69,-2.11
31.35,-17.85,-2.1
37.56,-3.67,-2.18
25.49,-9.95,-3.78
26.19,-14.61,-3.06
31.26,-12.39,-2.66
34.77,-8.69,-2.76
35.6,-7.6,-2.61
33.29,-7.54,-2.56
32.22,-8.91,-2.78
30.7,-11.15,-2.67
33.73,-12.99,-2.48
39.03,-9.11,-2.65
34.64,-4.77,-2.57
32.95,-9.43,-3.22
33.69,-10.73,-3.58
33.25,-9.52,-3.4
30.83,-10.06,-3.83
28.47,-14.6,-4.98
24.45,-21.01,-7.77
24.96,-11.74,-6.57
27.71,-15.55,-5.57
21.98,-17.32,-7.12
20.38,-16.58,-7.51
19.17,-14.24,-7.04
22.86,-18.35,-6.77
24.6,-15.76,-7.66
26.56,-14.6,-8.21
29.71,-12.54,-8.19
30.3,-13.56,-8.79
29.81,-8.42,-8.56
30.23,-6.85,-8.64
29.76,-8.01,-8.83
30.38,-6.77,-7.94
27.89,-8.1,-7.5
26.29,-11.14,-7.57
23.85,-13.39,-6.83
23.87,-13.73,-6.18
26.14,-15.25,-6.19
26.93,-14.93,-5.87
28.49,-11.76,-5.13
28.79,-8.38,-4.9
29.18,-6.83,-4.63
29.44,-7.39,-5.21
28.53,-7.4,-5.61
29.56,-7.62,-6.06
28.49,-7.85,-6.1
26.24,-10.44,-6.29
26.59,-10.75,-6.23
26.87,-12.66,-6.11
28.34,-10.31,-5.73
29.01,-11.61,-5.55
29.24,-10.62,-4.77
27.29,-13.07,-3.85
28.44,-7.81,-3.1
30.53,-9.46,-3.72
29.73,-6.9,-3.79
28.75,-8.19,-3.92
32.55,-9.03,-4.6
31.91,-6.09,-4.74
30.66,-5.96,-4.96
33.22,-1.98,-4.71
31.34,-3.57,-4.81
27.56,-8.91,-4.79
23.16,-11.04,-3.86
21.68,-15.88,-2.65
22.09,-19.23,-1.82
21.03,-23.39,-2.16
22.1,-21.03,-1.86
28.11,-16.48,-1.08
30.05,-12.26,-0.73
22.53,-13.34,-0.73
24.24,-17.33,-0.79
32.46,-12.97,-0.15
40.25,-3.95,-1.3
37.55,-1.83,-2.3
35.89,-3.53,-2.92
31.66,-4.21,-2.89
27.01,-5.92,-2.51
26.13,-9.18,-1.55
26.67,-13.12,-0.97
25.72,-13.33,-0.76
27.21,-12.78,-0.2
31.05,-15.17,-0.64
36.31,-7.81,-1.4
33.92,-3.33,-1.08
34.07,-3.74,-0.47
32.91,-3.34,-0.08
33.39,-3.46,1.49
29.91,-3.71,2.67
29.47,-12.02,3.29
28.03,-16.36,2.25
28.84,-18.46,1
27.91,-17.27,-0.36
27.61,-15.04,-0.93
26.76,-12.72,-0.54
26.15,-13.01,-0.61
26.83,-12.38,-0.84
26.11,-14.48,-1.51
29.78,-10.99,-2.17
31.62,-7.92,-2.81
35.5,-7.99,-3.87
37.41,-6.73,-4.76
35.94,-2.93,-5.7
31.27,-7.03,-6.46
30.2,-8.97,-7.39
28.65,-9.44,-8.39
26.57,-10.45,-9.05
25.76,-6.44,-7.95
25.61,-9.83,-7.52
27.12,-11.42,-7.33
26.3,-6.95,-6.48
26.96,-11.37,-6.39
31.89,-14.12,-7.36
35.93,-7.96,-8.34
33.59,-0.92,-9.01
26.89,-2.42,-9.76
25.1,-5.73,-9.37
25.57,-4.35,-8.36
24.34,-5.72,-7.78
23.9,-9.79,-7.46
24.13,-8.71,-6.62
23.62,-11.15,-5.94
27.05,-12.09,-5.24
25.75,-13.6,-5.72
25.57,-11.69,-5.66
26.4,-11.92,-5.4
25.65,-13.15,-5.8
26.46,-10.36,-5.34
27.1,-8.67,-5.38
28.12,-6.3,-5.17
29.7,-6.17,-5.43
30.37,-7.28,-5.89
28.25,-8.11,-5.4
28.1,-8.46,-5.04
27.67,-9.19,-5.09
27.84,-10.93,-5.65
28.85,-9.13,-5.81
28.48,-8.45,-5.76
29.63,-8.49,-5.92
29.44,-8.93,-6.3
30.4,-9.26,-6.31
31.31,-7.77,-6.33
31.11,-5.92,-6.81
31.01,-5.14,-7.08
29.47,-6.67,-7.35
29.67,-8.4,-7.38
26.99,-8.59,-6.75
27.6,-9.31,-6.6
29.3,-11.8,-7.2
29.47,-7.21,-6.59
32.37,-7.26,-6.31
31.64,-8.08,-6.64
31.82,-9.39,-6.41
32.99,-10.09,-6.22
32.82,-10.95,-6.86
30.61,-7.59,-6.85
31.64,-8.22,-6.73
31.53,-8.05,-6.18
31.94,-13.1,-6.28
29.58,-12.71,-6.39
27.4,-13.26,-5.93
28.55,-10.79,-5.27
29.72,-10.51,-5.31
29.53,-7.78,-5.07
29.39,-8.78,-5.01
32.03,-7.21,-4.47
32.33,-6.79,-4.67
33.97,-6.01,-5.12
33.67,-4.02,-4.93
33.33,-5.57,-4.95
34.46,-4.86,-5.12
32.22,-3.77,-4.91
30.84,-6.13,-3.85
30.17,-9.65,-3.13
31.34,-10.18,-1.54
30.85,-10.33,-0.74
29.91,-10.25,-0.28
31.15,-11.61,0.15
30.11,-11.75,0.13
29.53,-13.02,0.31
31.23,-12.76,0.26
32.92,-13.64,-0.65
34.12,-7.22,-0.82
30.78,-8.57,-1.42
25.88,-11.87,-1.46
22.22,-13.7,-0.36
24.47,-17.11,-0.08
29.72,-17.66,-0.61
29.73,-9.61,-0.18
28.22,-12.42,-0.42
29.32,-10.96,-0.16
29.74,-10.52,0.18
30.3,-8.33,-0.06
28.9,-4.5,0.01
28.62,-6.04,0.04
27.17,-7.59,0.35
28.25,-9.06,0.54
29.19,-9.66,0.7
30.44,-8.22,0.85
30.54,-8.26,0.72
29.63,-9.4,0.44
29.85,-9.75,0.47
28.82,-7.98,1.11
28.62,-12.97,1.7
29.94,-14.54,2.26
35.08,-13.52,2.46
35.72,-9.27,2.52
35.73,-7.85,2.14
33.74,-9.1,1.23
29.75,-12.23,1.65
29.7,-12.12,2.75
30.58,-14.44,1.9
33.42,-16.12,0.15
32.94,-11.12,-0.59
32.71,-9.75,-0.27
31.75,-8.92,-0.03
31.11,-14.27,-0.74
27.77,-11.07,-0.86
27.8,-15.66,-0.45
25.97,-16.17,0.91
30.7,-15.4,1.41
32.65,-12.24,1.2
33.45,-10.93,0.84
32.58,-11.48,0.59
31.49,-11.57,0.5
32.53,-11.96,0.13
33.06,-10.32,-0.03
35.36,-6.98,-0.14
34.7,-6.55,-0.74
35.32,-3.36,-0.88
35.77,-5.25,-1.69
36.91,-3.88,-2.23
36.93,-4.35,-3.06
36.78,-2.16,-3.69
33.09,-4.88,-4.07
31.11,-8.26,-3.75
29.74,-13.47,-3.82
29.43,-14.07,-3.62
29.68,-12.52,-3.03
30.36,-12.99,-2.45
28.82,-17.29,-2.9
29.93,-17.48,-2.96
28.55,-15.64,-2.83
27.27,-13.64,-2.27
23.16,-17.24,-2.5
24.38,-17.29,-1.75
26.07,-16.36,-1.11
26.88,-14.69,-0.04
27.15,-15.28,0.76
27.65,-14.66,1.33
27.68,-15.81,1.83
29.02,-15.21,2.6
29.11,-16.15,2.81
28.35,-14.53,2.93
28.33,-14.28,3.13
28.7,-13.5,3.09
27.02,-13.82,3
27.28,-14.11,2.74
27.93,-12.93,2.61
29.66,-13.28,2.42
31.25,-14.67,1.27
33.21,-11.04,0.04
34.29,-9.15,-0.7
31.76,-4.63,-0.78
28.96,-9.37,-1.82
28.55,-12.22,-2.67
27.17,-11.86,-2.68
27.12,-11.42,-2.32
25.54,-13.57,-1.56
25.86,-13.9,-1.4
26.67,-16.6,-1.28
28.08,-15.54,-1.1
30.15,-15.33,-1.22
30.55,-13.51,-1.19
29.12,-13.92,-0.86
30.39,-15.32,-0.98
31.63,-13.1,-1.2
29.85,-14.29,-2
28.14,-14.37,-2.09
26.65,-14.28,-2.18
27.16,-18.13,-3.14
25.43,-16.22,-2.89
26.66,-16.06,-2.59
27.19,-12.77,-2.15
27.31,-11.73,-1.34
28.03,-15.55,-0.77
30.09,-16.28,-1.17
31.63,-14.32,-1.47
30.38,-14.82,-2.12
29,-15.86,-2.67
22.49,-15.18,-1.76
22.87,-16.75,-1.18
23.38,-20.92,-1.02
29.5,-23.52,-1.37
33.92,-16.61,-1.64
30.22,-14.2,-1.49
29.67,-15.85,-0.98
28.72,-16.62,-0.33
30.5,-15.29,0.51
31.48,-13.78,0.71
31.69,-13.93,0.77
35.85,-12.7,0.24
35.36,-8.86,0.02
33.21,-7.95,0.07
32.86,-9.41,-0.06
34.11,-7.32,-0.25
33.45,-6.12,-0.77
32.68,-7.31,-1.04
34.43,-8.42,-1.56
33.76,-6.25,-1.87
31.99,-5.78,-1.45
32.81,-9.06,-1.45
33.45,-7.45,-0.98
33.55,-7.3,-0.91
33.07,-8.67,-0.78
33.39,-10.85,-0.72
31.65,-11.55,-0.53
31.33,-9.72,-0.69
30.45,-12.53,-1.06
29.83,-12.7,-0.85
32.31,-14.83,-1.4
31.18,-12.58,-2.11
30.41,-13.52,-2.49
30.64,-12.68,-2.48
32.47,-15.22,-2.48
32.08,-14.36,-2.59
31.27,-14.35,-2.5
31.19,-11.6,-2.32
32.92,-7.48,-1.84
34.32,-10.08,-2.44
33.68,-10.64,-2.76
32.57,-9.99,-2.76
33.23,-7.54,-2.88
32.69,-10.7,-4.26
32.11,-11.04,-5.75
32.19,-6.58,-5.98
31.04,-4.71,-5.76
28.03,-8.15,-5.06
28.55,-13.54,-5.38
25.15,-15.85,-4.28
29.2,-20.03,-3.44
33.12,-21.14,-4.72
38.99,-13.74,-6.23
31.89,-5.57,-6.74
33.96,-4.49,-6.09
34.53,-6.62,-5.8
33.23,-7.65,-6.14
33.86,-7.29,-6.12
34.64,-6.69,-6.07
31.96,-4.98,-5.46
32.38,-6.96,-5.28
32.32,-7.85,-5.42
32.52,-7.42,-5.78
32.15,-7.52,-5.74
31.82,-7.33,-5.67
30.62,-9.15,-5.94
30.2,-9.06,-5.77
28.29,-8.38,-5.15
28.8,-13.38,-5.75
28.9,-14.89,-6.3
29.93,-9.75,-6.28
28.84,-9.35,-6.43
30.4,-6.81,-6.55
31.72,-6.69,-6.95
32.23,-6.21,-6.9
33.04,-4.67,-6.47
32.48,-5.54,-6.62
31.75,-8.69,-6.51
33.47,-9.5,-6.28
33.07,-6.46,-5.97
32.06,-6.41,-6.48
30.26,-6.94,-6.88
30.13,-8.87,-7.35
29.95,-9.03,-7.42
28.66,-10.16,-7.52
28.34,-10.24,-7.16
29.53,-8.97,-6.39
31.36,-12.12,-5.52
31.06,-10.68,-5.06
31.15,-13.37,-5.31
30.58,-12,-5.13
29.49,-13.53,-5.28
28.67,-11.11,-5.4
28.69,-10.27,-5.39
28.79,-14.59,-5.92
28.11,-14.5,-5.92
28.19,-14.82,-6.02
26.14,-16.57,-6.04
25.15,-15.77,-5.93
25.67,-11.86,-5.3
25.25,-13.47,-4.84
24.76,-17.97,-5.72
24.03,-18.31,-6.93
22.49,-20.48,-7.29
21.69,-22.46,-7.83
26.22,-19.42,-7.53
25.21,-17.89,-7.9
24.82,-18.83,-8.46
23.69,-16.75,-7.65
25.35,-18.8,-7.07
25.04,-15.69,-5.72
26.01,-18.96,-3.94
29.57,-21.93,-4.26
31.67,-18.26,-4.92
33.11,-17.05,-5.15
34.03,-16.52,-5.49
34.94,-11.06,-5.22
33.28,-8.5,-5.03
32.44,-7.93,-4.32
32.74,-8.37,-3.63
33.62,-9.74,-3.92
33.46,-9.06,-3.93
32.04,-11.26,-3.93
31.28,-14.15,-3.75
29.58,-15.01,-3.79
31.19,-13.61,-3.98
32.63,-12.99,-4.3
33.3,-11.22,-4.7
32.2,-12.29,-5.47
31.52,-11.93,-5.98
29.76,-12.02,-5.82
28.58,-11.68,-5.77
28.17,-10.97,-5.13
26.13,-13.01,-5.34
25.41,-17.44,-5.47
23.36,-15.89,-4.75
23.48,-23.15,-4.63
23.36,-23.51,-4.37
23.3,-25.15,-3.87
25.04,-21.87,-2.79
28.19,-22,-2.56
34.02,-17.05,-3.29
35.28,-14.33,-3.49
33.2,-10.24,-3.01
31.49,-13.62,-3.1
32.35,-13.49,-3.12
34.06,-13.61,-3.38
33.19,-13.68,-3.84
34.73,-12.29,-3.84
33.99,-13.18,-4.63
32.62,-11.85,-4.65
30.31,-11.43,-3.79
30.7,-16.07,-3.43
31.88,-16.42,-3.75
33.02,-12.81,-3.74
34.09,-11.78,-3.46
34.49,-12.11,-3.19
35.14,-11,-3.41
33.91,-11.5,-3.67
34.73,-11.49,-3.93
34.18,-13.07,-3.99
32.2,-10.65,-3.75
32.64,-13.49,-3.86
33.59,-12.21,-4.2
34.69,-8.95,-4
33.98,-9.4,-4.14
33.34,-10.05,-4.18
31.39,-11.1,-4.11
29.8,-12.48,-3.93
30.69,-16.08,-4.62
30.23,-18.01,-5.28
32.2,-16.03,-5.41
30.79,-12.06,-4.67
31.12,-12.9,-4.36
31.5,-13.03,-4.58
31.17,-12.37,-4.99
30.48,-11.12,-4.97
30.75,-10.81,-4.78
28.99,-10.71,-4.92
27.23,-10.14,-4.87
27.72,-12.32,-4.58
30.27,-10.82,-4.49
31.92,-9.81,-4.79
32.07,-6.29,-5.06
32.35,-6.78,-5.01
31.9,-6.87,-4.82
32.6,-8.4,-4.88
31.94,-8.86,-4.84
32.59,-7.33,-4.27
32.45,-6.89,-4.04
31.93,-7.7,-4.14
31.77,-6.82,-3.73
31.85,-6.57,-3.25
28.7,-10.19,-3.23
28.7,-12.11,-3.2
31.68,-6.4,-1.89
34.71,-8.68,-1.05
39.61,-11.57,-2.18
32.78,-4.75,-2.92
32.94,-7.1,-2.75
33.89,-10.23,-2.93
33.48,-3.99,-2.23
34.28,-10.09,-3.18
32.88,-6.41,-2.92
31.54,-8.79,-2.72
29.86,-11.57,-3.5
28.63,-11.79,-4.39
30.04,-13.74,-6.02
28.51,-8.29,-6.58
28.25,-8,-5.84
27.64,-11.53,-6.16
26.89,-12.61,-6.62
27.45,-11.72,-6.61
25.63,-9.35,-6.1
24.41,-7.67,-6.03
21.15,-8.64,-6.12
21.38,-8.34,-5.88
22.62,-10.17,-6.05
21.4,-9.06,-6.07
20.82,-9.18,-6.47
21.09,-10.17,-6.13
18.88,-12.53,-6.23
20.45,-9.1,-5.92
19.61,-11.29,-6.05
19.24,-11.61,-5.85
18.94,-11.06,-5.42
15.46,-13.51,-5.4
12.67,-14.18,-5.1
11.35,-17.03,-4.74
10.13,-19.55,-4.31
9.5,-20.88,-2.77
11.3,-23.8,-2.58
12.67,-25.75,-2.56
15.12,-19.33,-1.72
17.43,-17.79,-1.24
20.04,-13.83,-0.45
20.35,-12.26,0.08
18.58,-12.69,0.3
19.57,-12.17,0.47
21.27,-13.32,1.1
21.57,-11.88,1.48
23.32,-9.66,1.69
22.62,-7.24,2.33
22.49,-9.9,3.47
25.04,-11.36,4.31
28.94,-10.84,4.11
34.98,-6.36,2.85
36.39,-0.54,2.16
35.09,-0.81,1.46
32.88,-5.08,0.66
31.31,-3.56,0.45
30.78,-0.59,1.22
28.54,-7.89,1.48
26.02,-13.75,1.02
25.26,-16.51,0.12
23.96,-16.41,-0.42
27.31,-17.98,-0.36
27.98,-12.82,-0.08
28.57,-10.68,0.02
30.03,-10.92,-0.31
32.77,-7.52,-0.63
33.02,-6.54,-1.22
31.92,-7.15,-1.92
31.05,-5.35,-2.08
30.58,-7.97,-2.38
26.64,-7.75,-1.93
24.91,-11.5,-2.32
26.34,-12.98,-3.26
26.8,-13.2,-4.23
30.09,-9.96,-4.44
34.22,-8.73,-4.9
30.38,-7.86,-5.03
30.94,-9.48,-5.92
30.29,-9.12,-6.45
25.65,-6.7,-7.22
23.63,-14.11,-7.53
21.36,-12,-6.97
21.3,-16.44,-6.3
23.25,-20.32,-6.48
21.84,-22.73,-7.5
22.06,-27.29,-8.01
20.5,-22.86,-8.82
19.4,-14.65,-9.25
17.59,-7.97,-7.91
16.48,-9.95,-7.52
15.91,-18.8,-6.76
19.22,-21.71,-6.92
16.88,-23.68,-7.44
16.24,-20.6,-7.5
