ui,vi,wi
26.58,-18.66,-11.23
25.9,-17.68,-10.48
25.25,-20.83,-10.18
24.02,-19.09,-9.81
23.66,-18.82,-10.01
24.04,-17.78,-9.72
23.9,-16.19,-9.59
23.89,-11.85,-9.05
22.11,-15.48,-8.6
23.71,-19.59,-8.92
25.29,-19.15,-9.7
27.55,-16.26,-10.48
28.6,-14.64,-10.5
28.95,-14.76,-10.76
30.64,-14.28,-11.12
31.04,-13.98,-11.9
27.94,-15.07,-12.29
31.37,-15.21,-13.15
28.69,-10.73,-12.14
24.43,-15.39,-11.46
22.99,-18.6,-10.76
25.24,-18.39,-10.07
24.11,-15.25,-9.35
26.23,-10.59,-7.58
27.92,-17.4,-7.51
32.64,-13.56,-7.3
34.94,-12.15,-7.94
36.51,-11.67,-8.59
32.73,-9.26,-8.61
33.58,-8.95,-8.4
35,-6.67,-7.52
33.75,-8.31,-7.77
32.71,-8.97,-7.85
31.37,-6.3,-7.36
30.69,-7.1,-6.73
30.08,-10.56,-6.71
28.54,-13.28,-7.38
26.01,-12.5,-7.47
26.64,-11.2,-6.95
24.35,-10.88,-6.69
25.74,-13.08,-7.37
24.69,-10.3,-7.91
27.01,-12.35,-8.38
25.99,-12.68,-9.04
26.39,-10.18,-10.08
26.51,-4.94,-10.5
28.4,-5.39,-9.67
23.58,-10.71,-8.82
22.25,-19.44,-9.18
27.81,-18.39,-10.27
31.71,-17.13,-11.03
30.96,-12.81,-10.41
28.89,-18.39,-9.81
26.96,-24.25,-8.91
27.22,-21.17,-8.49
25.19,-18.71,-7.62
23.5,-17.4,-7.32
25.58,-18,-6.81
25.96,-20.85,-7.14
33.22,-16.33,-7.44
28.14,-12.01,-7.23
20.71,-14.44,-6.2
21.37,-18.21,-5.33
21.58,-21.6,-5.06
21.74,-19.66,-5.09
18.24,-20.66,-5.3
20.03,-14.26,-4.32
18.03,-20.76,-4.48
16.24,-26.86,-4.8
19.02,-23.9,-4.39
20.8,-23.36,-3.97
20.57,-18.75,-3.18
19.17,-23.89,-3
19.83,-19.11,-1.21
15.9,-22.71,-1.06
13.71,-30,-1.69
13.71,-30.3,-3.72
13.14,-27.62,-5.84
12.39,-31.34,-7.06
12.99,-29.18,-7.29
11.3,-30.36,-8.03
9.35,-30.88,-8.61
16.74,-30,-7.45
23.61,-20.32,-5.77
20.07,-15.79,-5.01
17.57,-20.21,-6.4
10.42,-22.9,-7.02
8.81,-23.38,-6.77
10.15,-29.81,-7.16
16.31,-27.73,-8.64
17.01,-21.85,-9.58
14.94,-22.49,-9.8
15.41,-22.24,-9.14
14.16,-20.35,-8.7
17.11,-23.17,-7.74
15.3,-24.41,-8.02
18.38,-23.4,-8.73
18.79,-21.89,-8.52
20.56,-24.82,-9.09
17.11,-27.26,-9.79
14.44,-30.43,-9.68
12.14,-26.04,-8.86
12.34,-28.14,-9.35
14.18,-27.88,-9.54
16.49,-25.22,-9.66
21.35,-21.51,-11.68
18.24,-21.08,-11.48
25.32,-14.16,-11.95
23.35,-12.17,-11.18
20.52,-17.3,-11.61
24.55,-17.65,-12.75
23.22,-11.45,-12.14
19.58,-18.33,-11.78
21.92,-24.65,-13.53
19.89,-12.74,-12.93
26.87,-20.37,-12.66
31.08,-16.02,-12.98
31.43,-8.83,-13.67
28.79,-5.21,-13.05
26.56,-8.14,-12.13
24.81,-9.92,-11.68
26.15,-11.75,-11.61
26.72,-12.34,-11.5
24.13,-11.96,-11.2
26.34,-15.93,-11.24
27.19,-15.84,-11.39
28.04,-17.67,-12.07
26.8,-14.34,-11.87
27.11,-13.02,-11.52
26.39,-20.41,-12.17
29.2,-19.65,-12.07
21.62,-12.31,-10.55
9.54,-25.33,-10.25
10.17,-24.33,-10.79
13.49,-21.69,-11.17
4.76,-24.16,-12.01
8.34,-21.72,-12.44
8.03,-18.22,-12.08
4.38,-26.61,-10.1
6.91,-31.1,-13.44
12.29,-26.79,-15.36
13.69,-23.15,-16.67
12.79,-18.22,-15.68
12.95,-26.02,-16.6
16.6,-17.27,-17.05
17.39,-15.57,-16.63
15.09,-19.25,-15.96
16.02,-27.88,-16.14
12.66,-23.2,-15.09
9.09,-30.93,-15.34
13.79,-26.68,-16.7
16.79,-18.62,-17.25
15.76,-18.95,-17.43
12.03,-19.32,-17.35
6.54,-19.74,-16.57
2.73,-32.11,-16.28
11,-30.96,-17.51
12.87,-16.65,-16.39
17.97,-19.7,-14.87
22.77,-11.14,-13.19
23.51,-14.59,-12.65
25.29,-16.07,-13
25.48,-15.52,-13.47
27.22,-13.62,-13.29
27.79,-13.89,-13.28
27.05,-10.7,-13.15
26.31,-9.19,-13.95
23.8,-8.45,-13.63
24.81,-7.94,-13
25.79,-7.18,-12.85
25.92,-6.5,-12.83
24.87,-4.39,-12.67
25.54,-6.47,-12.58
23.11,-7.4,-12.33
22.99,-10.24,-12.52
23.78,-10.96,-12.75
22.51,-8.09,-12.15
22.28,-8.02,-11.84
21.79,-12.48,-12.65
23.41,-14.2,-13.66
25.08,-10.5,-13.87
25.53,-9.23,-13.76
25.55,-8.64,-13.78
24.98,-9.69,-14
25.25,-9.75,-13.83
24.46,-10.23,-13.66
22.94,-10.01,-12.91
23.21,-12.99,-13.1
22.01,-15.61,-13.09
25.18,-16.56,-13.84
26.3,-16.11,-14.42
23.28,-13.94,-13.97
23.07,-15.13,-13.91
24.47,-16.05,-13.45
27.89,-18.57,-14.06
27.29,-17.89,-14.29
26.03,-15.2,-13.94
25.38,-11.98,-13.31
25.88,-16.29,-13.38
25.09,-14.79,-13.44
24.59,-14.54,-13.12
23.21,-12.27,-12.84
22.34,-13.92,-12.51
21.99,-13.74,-12.47
20.98,-16.03,-12.15
22.48,-17.1,-12.48
23.45,-17.9,-13.48
21.5,-17.82,-14.29
24.99,-14.97,-14.63
23.91,-11.71,-14.59
22.46,-15.77,-15.38
21.46,-14.58,-15.41
20.2,-15.44,-15.83
20.19,-14.28,-15.49
20.41,-16.56,-15.2
19.56,-18.5,-15.69
18.84,-21.01,-15.51
18.03,-21.8,-14.96
20.24,-21.64,-14.82
19.6,-20.82,-15.74
21.11,-23.95,-16.18
18.25,-16.32,-15
15.91,-21.1,-14.78
15.69,-23.37,-15.26
20.18,-22.47,-18.69
18.44,-17.74,-19.24
16.8,-20.04,-20.01
19.22,-16.24,-20.21
21.55,-14.1,-19.51
20.9,-12.62,-18.89
19.02,-11.22,-18.37
16.93,-8.44,-18.79
14.99,-13.51,-18.02
13.45,-16.86,-17.85
12.38,-21.77,-16.94
15.13,-31.06,-17.25
12.62,-33.68,-18.84
11.24,-13.41,-19.3
11.96,-20.53,-17.65
8.62,-22.51,-17.98
8.61,-21.48,-17.47
15.06,-17.86,-16.86
16.26,-21.19,-16.49
18.49,-15.66,-17.19
18.62,-10.96,-16.55
18.07,-9.34,-15.58
14.89,-5.77,-14.49
16.83,-6.7,-12.5
14.33,-8.3,-10.17
15.09,-21.47,-10.95
16.4,-21.48,-11.72
17.3,-20.04,-11.75
17.81,-20.68,-11.79
19.67,-24.24,-12.08
20.19,-19.5,-12.19
20.69,-17.83,-12.34
19.89,-15.97,-11.85
19.78,-16.44,-11.39
19.78,-14.78,-10.65
19.51,-18.29,-10.47
19.35,-21.41,-10.55
19.57,-19.35,-10.37
20.8,-18.53,-10.05
21.53,-20.77,-9.97
23.52,-22.53,-10.95
23.45,-18.87,-11.9
17.92,-20.99,-11.02
16.75,-24.57,-11.64
19.45,-22.31,-11.3
23.04,-25.09,-12.27
25.39,-16.9,-12.65
25.94,-16.45,-13.89
26.68,-14.54,-14.29
26.88,-15.86,-14.04
25.6,-12.77,-12.94
28.79,-9.94,-13.2
28.99,-14,-12.94
28.64,-13.56,-13.48
31.42,-13.36,-13.22
29.42,-15.76,-13.07
27.56,-14.81,-13.44
28.39,-11.99,-13
24,-12.04,-11.64
21.25,-16.11,-11.34
19.28,-16.49,-11.41
19.88,-20.97,-11.65
21.5,-13.11,-11.02
18.57,-10.73,-9.85
19.05,-14.4,-8.32
21.86,-22.59,-9.15
23.19,-21.54,-10.16
20.53,-20.55,-10.99
19.02,-18.38,-11.55
22.77,-24,-12.72
22.14,-24.32,-12.07
14,-21.42,-12.93
1.26,-21.82,-12.13
5.04,-40.39,-12.3
24.48,-16.25,-10.78
24.99,-14.08,-12.45
26.11,-10.13,-12.59
26.5,-11.48,-13.11
27.88,-7.29,-13.35
25.47,-2.94,-13.17
21.37,-10.67,-13.3
22.54,-11.11,-13.71
20.24,-14.01,-14.35
22.57,-14.1,-14.43
21.32,-10.29,-14.13
25,-14.24,-15.25
28.2,-14.02,-15.42
23.75,-11.82,-14.63
21.97,-15.04,-15.07
23.74,-13.71,-15.02
22.01,-12.93,-13.74
22.47,-15.58,-13.51
22.37,-15.92,-13.54
22.15,-17.89,-13.42
23.5,-21.39,-12.51
24.51,-17.53,-12.23
23.96,-14.93,-11.86
26.73,-12.06,-11.7
26.3,-9.66,-11.16
26.45,-10.14,-10.67
25.91,-9.35,-10.18
25.85,-12.12,-10.13
25.53,-11.84,-10.07
23.05,-18.24,-9.54
25.19,-19.57,-10.08
27.52,-16.01,-10.11
26.6,-14.33,-9.52
26.11,-13.84,-8.86
26.48,-14.6,-8.95
27.09,-15.37,-9.53
25.08,-12.4,-8.91
22.78,-17.24,-8.29
21.44,-20.24,-8
21.55,-22,-7.66
23.8,-17.16,-6.83
21.39,-14.92,-6.67
19.86,-19.5,-7.82
17.25,-21.76,-8.8
15.5,-22.53,-9.54
23.72,-20.75,-10.36
23.75,-15.22,-9.88
27.91,-13.33,-11.52
31.73,-9.17,-12.39
26.45,-5.89,-11.31
25.48,-7.59,-10.65
21.7,-4.94,-9.99
21.97,-2.27,-8.69
25.28,-4.22,-8.06
18.37,-18.09,-11.39
23.43,-26.01,-13.3
19.16,-16.07,-12.87
20.45,-12.66,-12.43
19.49,-13.79,-12.55
17.79,-14.68,-12.76
11.24,-7.48,-11.61
14.18,-13.95,-11.1
18.58,-16.02,-11.16
20.53,-18.84,-12.31
18.14,-15.38,-12.9
16.03,-7.31,-11.08
15.14,-12.15,-11.15
19.23,-15.41,-11.86
18.12,-13.87,-11.87
13.77,-13.81,-11.31
7.66,-19.16,-10.57
10.43,-26.76,-11.45
7.12,-13.94,-10.62
0.74,-19.9,-9.09
6.23,-37.18,-11.73
10.52,-37.64,-12.26
6.85,-28.24,-10.68
9.79,-35.76,-9.23
7.21,-29.23,-7.42
11.28,-27.71,-5.24
8.52,-32.28,-4.6
21.36,-7.63,1.4
18.51,-17.15,1.53
14.49,-22.3,-0.04
18.69,-23.36,-0.03
19.17,-23.01,-1.13
23.43,-12.18,-0.28
21.87,-13.08,-0.93
22.32,-10.73,-1.03
24.1,-9.1,-0.52
24.3,-4.89,0.1
22.64,-4.65,1.23
21.74,-2.76,1.62
24.11,-6.36,1.46
22.03,-6.66,0.8
21.98,-8.97,-0.37
22.59,-14.41,-2.79
18.47,-16.88,-4.34
19.05,-20.01,-5.28
19.12,-8.85,-4.91
19.23,-3.02,-3.84
19.34,-16.01,-3.34
22.09,-18.62,-5.06
20.39,-12.99,-4.76
27.04,-8.55,-3.58
25.42,-16.47,-4.4
22.33,-14.02,-4.17
18.18,-13.61,-3.73
19.9,-10.24,-3.6
23.73,-7.49,-3.41
27.03,-13.8,-4.26
23.03,-14.42,-4.52
20.2,-15.65,-4.97
13.54,-19.21,-5.44
13.89,-17.45,-5.46
12.57,-20.04,-6.09
7.21,-14.11,-4.76
10.89,-17.46,-4.75
11.85,-19.59,-3.32
11.85,-23.04,-3.37
14.1,-26.8,-4.01
18.38,-13.22,-4.77
25.39,-7.56,-5.1
28.62,-0.69,-6.06
26.79,-0.05,-6.16
21.49,2.25,-5.19
20.2,2.13,-2.62
19.17,-2.46,-2.62
17.57,-8.43,-3.67
18.6,-11.66,-3.88
19.16,-8.2,-3.86
18.62,-8.59,-4.4
15.18,-6.04,-3.73
16.42,-2.05,-2.67
18.74,-4.22,-2.56
21.39,-6.46,-3.81
21.56,-7.83,-4.21
22.04,-8.08,-5.1
23.71,-8.68,-5.96
22.05,-6.73,-7.25
20.64,-1.31,-7.46
21.85,1.08,-6.84
28.37,6.66,-6.82
30.88,6.04,-7.66
27.53,7.9,-7.35
21.39,12.73,-5.54
17.84,1.68,-4.44
18.95,-9.51,-4.06
17.3,-14.8,-5.06
19.21,-18.98,-6.01
24.14,-19.82,-7.49
23.37,-15.87,-7.92
22.32,-16.93,-8.65
22.64,-18.23,-9.74
24.64,-13.71,-10.34
24.99,-10.5,-11.22
24.44,-8.46,-11.55
24.1,-9.77,-10.97
27.53,-11.49,-11.25
27.47,-6.8,-11.32
24.86,-6.23,-10.25
22.97,-8.57,-9.92
23.34,-12.2,-10.09
25.62,-17.11,-10.36
22.35,-12.37,-11.6
15.63,-6.06,-10.02
14.35,-18.71,-9.67
15.98,-20.91,-10.25
14.59,-21.69,-10.19
10.61,-20.55,-9.62
6.89,-24.57,-8.97
8.04,-26.37,-8.97
6.4,-34.48,-9.42
2.73,-38.85,-11.07
4.49,-32.02,-9.83
6.53,-33.86,-9.6
4.67,-40.53,-11.19
4.09,-40.35,-12.26
3.53,-36.49,-13.63
5.92,-32.36,-14.15
3.69,-29.6,-13.5
3.09,-28.83,-13.43
5.18,-28.64,-12.73
4.99,-29.89,-12.98
7.78,-30.95,-13.21
13.29,-29.66,-14.65
17.17,-21.43,-14.57
16.67,-19.7,-14.11
24.27,-14.2,-13.88
26.79,-7.62,-12.76
26.82,-6.69,-12.53
26.5,-8.55,-12.77
26.69,-7.83,-13
26.08,-12.91,-13.84
23.12,-11.72,-14.15
22.66,-9.19,-13.41
23.54,-11.72,-14.45
23.69,-8.44,-14.44
25.29,-6.54,-12.62
22.96,-8.52,-11.63
25.73,-13.04,-12.29
27.85,-11.84,-12.89
26.05,-10.81,-11.07
19.08,-16.65,-10.89
15.88,-18.46,-10.35
13.65,-18.45,-8.71
18.18,-16.54,-6.01
20.19,-21.67,-5.84
21.53,-21.98,-7.14
21.53,-18.48,-6.25
20.12,-20.84,-5.73
21.52,-21.63,-5.74
22.68,-22.13,-6.04
20.83,-25.26,-7.08
13.74,-26.16,-7.18
13.76,-24.36,-6.15
7.13,-27.09,-5.45
-1.82,-30.9,-7.02
-5.81,-32.31,-8.68
-0.14,-48.89,-8.19
21.35,-24.22,-3.57
20.49,-33.27,-7.33
21.51,-19.96,-6.51
16.16,-26.58,-6.73
15.45,-29.4,-6.16
17.53,-27.52,-5.46
24.67,-28,-5.36
25.52,-25.84,-5.62
24.83,-25.81,-7.03
21.68,-26.2,-8.47
12.84,-29.81,-9.95
13.07,-33.55,-10.34
12.98,-36.41,-10.02
14.59,-33.1,-10.41
16.24,-32.62,-10.54
13.55,-31.43,-9.68
11.76,-29.89,-8.81
10.93,-29.8,-8.83
12.48,-24.03,-8.65
12.93,-26.25,-7.43
9.11,-29.45,-7.5
6.63,-30.25,-8.35
19.56,-23.54,-8.16
28.48,-24.54,-9.6
29.47,-17.51,-10.62
30.71,-16.19,-11.17
27.83,-12.86,-10.19
28.14,-10.1,-9.99
25.3,-7.18,-7.91
19.19,-16.37,-6.12
23.19,-22.01,-6.19
28.13,-20.43,-6.96
26.33,-15,-6.29
14.63,-24.92,-6
12.82,-31.14,-6.17
12.77,-30.54,-6.35
10.67,-30.45,-7.55
8.2,-26.4,-7.2
-0.23,-31.95,-8.04
-5.8,-46.18,-11.05
-1.02,-24.96,-9.09
4.55,-25.33,-7.01
13.01,-26.89,-7.45
21.08,-23.28,-7.69
26.51,-11.39,-7.26
20.41,-15.41,-9.01
17.89,-17.94,-10.03
18,-15.38,-10.43
16.88,-14.5,-10.02
12.65,-12.59,-9.85
11.18,-17.09,-10.04
12.42,-21.08,-11.22
13.93,-18.89,-11.84
8.07,-19.53,-11.31
10.41,-25.36,-11.55
13.09,-25.43,-12.77
16.35,-20.28,-12.51
20.12,-19.83,-12.93
22.64,-17.09,-13.18
22.01,-15.1,-12.94
21.64,-15.18,-12.26
24.1,-12.54,-11.66
24.79,-11.29,-11.66
24.99,-12.19,-11.25
23.68,-11.46,-10.48
19.34,-18.95,-11.02
17.54,-19.44,-11.43
12.71,-26.79,-12.56
9.92,-25.57,-12.7
4.39,-23.61,-12.92
2.83,-28.1,-13.61
2.71,-27.52,-13.42
4.63,-29.84,-13.26
7.03,-30.86,-13.37
6.52,-28.83,-13.61
6.5,-27.58,-13.77
3.87,-31.08,-14.17
4.75,-27.73,-13.24
2.18,-36.9,-14.72
6.16,-32.63,-14.72
5.08,-24.11,-14.19
9.14,-22.1,-13.19
7.11,-18.59,-12.6
6.09,-27.71,-13.2
6.78,-32.18,-14.91
5.73,-24.87,-15.68
8.6,-23.57,-15.72
11.16,-22.31,-15.64
13.29,-20.85,-15.64
10.94,-24.75,-15.77
6.74,-23.63,-14.68
8.74,-29.84,-16.22
11.67,-27.4,-18.17
15.32,-13.74,-17.92
16.01,-17.5,-18.72
19.71,-17.33,-18.52
17.3,-15.61,-17.39
12.17,-18.18,-17.17
13.95,-19.13,-17.45
12.64,-18.43,-18.34
11.95,-19.32,-18.93
11.76,-20.94,-20.35
12.11,-22.97,-21.74
12.24,-12.2,-21.05
13.32,-12.58,-20.17
13.56,-14.71,-20.65
13.57,-17.22,-21.09
11.4,-18.98,-21.29
8.21,-26.76,-21.61
12.86,-25.98,-24.22
-75.95,113.38,1.98
-74.76,123.94,3.48
18.93,-6.62,-21.89
20.59,-12.11,-21.21
20.34,-4.27,-20.5
23.92,-10.54,-20.7
25.39,-7.05,-20.68
24.65,-5.69,-20.6
23.79,-10.05,-21.02
-72.74,118.39,5.94
-69.53,118.46,4.5
-69.04,118.64,4.65
-71.39,122.58,6.01
22.74,-9.32,-20.36
20.67,-7.96,-19.63
19.97,-12.84,-19.44
21.74,-12.97,-19.61
19.91,-7.42,-18.62
21.5,-12.01,-18.31
23.66,-14.25,-17.93
21.89,-13.36,-16.47
22.41,-15.98,-16.19
25.07,-12.52,-15.63
27.2,-11.54,-14.95
29.61,-8.65,-13.95
31.81,-7.29,-12.84
30.33,-10.81,-12.32
28.35,-10.9,-11.41
26.2,-13.23,-10.27
23.12,-15.24,-10.25
21.97,-15.26,-9.95
21.74,-14.23,-9.28
22.99,-15.71,-9.03
22.63,-16.07,-9.29
22.89,-13.25,-8.57
23.68,-14.57,-8.71
22.86,-15.1,-8.88
22.5,-15.64,-9.18
21.36,-13.39,-8.51
20.56,-17.73,-8.39
18.47,-17.84,-8.42
16.49,-19.71,-8.94
15.38,-19.32,-9.28
17.16,-19.39,-9.48
16.57,-15.91,-9.08
16.59,-16.23,-8.97
15.13,-19.86,-8.83
13.7,-19.35,-9.07
13.19,-21.21,-8.59
12.77,-20.09,-8.63
13.24,-24.43,-8.7
13.14,-21.77,-8.1
13.37,-24.21,-8.45
15.84,-24.09,-9.36
13.43,-20.19,-9.04
11.24,-23.83,-8.54
14.64,-21.63,-9.01
16.65,-23.24,-9.69
17.79,-23.19,-10.96
15.53,-20.79,-11.47
15.65,-19.82,-11.76
14.78,-21.88,-12.32
14.57,-23.29,-12.87
14.67,-23.24,-13.08
12.66,-21.44,-12.93
13.05,-24.03,-12.94
14.3,-23.12,-12.77
12.19,-21.67,-11.85
12.18,-25.77,-11.39
10.73,-28.53,-11.5
10.85,-28.27,-11.54
12.31,-24.3,-11.1
15.08,-23.35,-11.25
16.42,-21.88,-10.66
17.02,-20.21,-9.94
17.71,-23.08,-9.29
18,-23.67,-9.68
20.41,-19.83,-9.97
20.37,-14.92,-10.64
17.6,-16.56,-10.54
16,-17.17,-10.86
15.21,-20.73,-10.65
12.55,-16.41,-10
11.64,-20.77,-9.58
13.29,-23.01,-9.41
16.4,-20.16,-9.48
17.04,-18.11,-9.83
17.94,-19.47,-9.8
19.05,-17.7,-9.59
19.72,-15.2,-9.22
20.69,-17.81,-9.81
21.34,-11.2,-9.41
22.75,-8.25,-9.33
21.67,-9,-9.71
22.4,-5.8,-9.57
22.92,-12.3,-9.83
21.6,-13.37,-9.54
20.57,-15.2,-9.57
16.21,-15.71,-9.37
14.1,-18.26,-9.45
14.4,-19.24,-9.24
14.16,-22.26,-10.3
12.93,-22.24,-11.1
13.77,-20.21,-11.34
13.61,-20.99,-11.16
13.94,-21.49,-11.15
13.17,-21.47,-11.33
12.13,-21.49,-11.1
14.48,-23.44,-11.49
11.76,-25.64,-11.3
10.78,-23.76,-11.28
12.08,-24.5,-10.68
13.91,-20.63,-9.69
15.87,-24,-9.53
16.12,-25.25,-9.85
16.23,-24.33,-10.06
15,-22.08,-9.51
13.78,-23.98,-9.19
12.53,-24.55,-9.49
15.15,-26.46,-10.23
20.17,-23.85,-9.92
24.29,-17.54,-10.08
24.26,-13.97,-10.3
26.58,-15.86,-10.42
28.29,-16.81,-10.74
27.97,-15.01,-10.98
29.04,-12.79,-11.17
27.72,-12.03,-11.17
26.57,-14.67,-11.04
25.38,-13.33,-10.95
25.3,-14.37,-10.88
27.11,-14.59,-11.44
26.03,-14.55,-11.41
27.29,-12.47,-10.91
25.55,-12.75,-11.16
25.52,-11.58,-10.68
25.49,-14.46,-10.16
26.54,-13.91,-9.6
26.01,-16.43,-9.77
27.35,-15.5,-9.68
24.07,-15.1,-9.29
23.84,-17.16,-9.2
24.04,-18.13,-9.43
23.89,-18.38,-9.24
23.23,-17.32,-8.9
21.89,-19.04,-8.86
18.95,-19,-8.86
16.63,-25.56,-8.54
15.6,-25.78,-8.64
15.58,-26.36,-8.64
15.52,-26.33,-8.5
19.07,-24.52,-8.83
19.75,-25.17,-9.02
20.14,-24.86,-9.68
19.91,-23.27,-9.98
19.85,-22.4,-11.18
17.93,-22.2,-12.32
16.96,-19.17,-12.51
15.26,-19.66,-13.13
17.06,-18.2,-14.05
20.04,-17.43,-14.07
17.18,-23.31,-14.44
15.8,-22.87,-14.78
17.06,-23.94,-15.18
20.34,-19.94,-14.19
20.2,-21.64,-13.88
20.78,-19.41,-13.32
18.23,-23.41,-14.18
19.01,-20.79,-14.04
18.84,-22.45,-14.64
20.51,-22.25,-15.4
20.95,-17.92,-15.52
22.17,-15.39,-15.62
22.46,-14.68,-15.03
21.18,-12.53,-14.79
21.15,-15.69,-15.38
22.29,-14.72,-15.8
20.7,-15.17,-16.74
18.74,-15.43,-17.32
18.53,-17.16,-18.6
18.44,-18.33,-19.51
16.83,-17.63,-19.92
15.02,-9.29,-19.74
15.71,-17.66,-19.84
17.42,-17.83,-20.44
16.87,-11.27,-20.09
13.34,-16.87,-19.13
11.37,-13.46,-19.02
12.28,-16.81,-18.38
12.74,-16.67,-18.01
15.25,-18.54,-18.26
19.39,-17.39,-20.51
24.4,-16.54,-22.73
-69.31,124.11,4.31
-74.83,126.92,4.65
21.78,-7.15,-21.32
18.68,-9.51,-19.25
17.71,-16.06,-17.36
14.08,-28.88,-19.29
12.4,-26.18,-20.47
12.48,-26.2,-22.77
6.12,-14.76,-22.61
8.53,-18.52,-22.43
-79.38,116.55,2.81
-78.63,121.58,2.27
-74.5,121.83,3.01
20.12,-1.33,-21.51
15.1,-6.21,-18.35
19.97,-21.35,-19.64
19.48,-10.4,-19.6
-69.78,111.41,6.3
18.83,6.68,-20.16
-69.66,120.24,5.59
25.88,0.36,-19.59
26.52,-7.69,-19.17
-67.98,114.57,6.55
26.51,-3.21,-21.14
28.97,1.09,-19.12
26.25,-10.85,-17.99
26.81,-14.19,-17.14
25.13,-20.43,-18.33
19.2,-7.48,-17.93
15.94,-13.35,-19.07
14.7,-11.34,-19.55
12.01,-12.97,-18.73
11.67,-17.71,-18.98
15.28,-25.27,-20.72
16.53,-16.01,-20.65
19.61,-16.95,-21.18
24.19,-8.66,-20.34
23.79,-7.79,-19.98
23.77,-9.49,-20.13
23.67,-9.49,-20.14
21.42,-9.41,-20.03
21.35,-3.47,-18.15
24.92,-17.28,-19
25.38,-8.82,-19.91
25.11,-3.97,-18.47
20.62,-10.32,-17.48
18.89,-16.25,-18.05
18.36,-11.82,-18.74
19.5,-9.9,-18.68
21.59,-1.2,-18.06
21.02,0.17,-18.17
22.35,1.29,-19.86
17.02,7.63,-17.83
10.19,1.19,-14.87
8.79,-10.86,-15.58
10.5,-22.08,-17.07
8.24,-27.23,-19.37
8.7,-16.35,-19.94
6.85,-21.48,-19.93
2.8,-24.21,-19.38
2.04,-32.4,-20.36
-1.59,-30.01,-20.95
-4.2,-25.25,-20.81
2.31,-23.01,-22.25
2.01,-3.94,-20.65
10.29,-13.57,-22.32
13.87,3.18,-22.88
18.6,-5.49,-21.55
20.13,-5.66,-21.15
19.1,-16.97,-20.98
17.04,-18.23,-20.57
12.57,-13.3,-19.78
14.9,-13.08,-20.16
13.13,-23.41,-20.78
14.08,-23.68,-21.45
5.48,-16.1,-20.08
-1.01,-32.09,-21.84
4.67,-17.77,-25.58
1.67,-24.9,-26.57
-2.93,-24.52,-25.9
-2.33,-32.22,-25.07
-3.79,-27.91,-23.11
-5.55,-31.27,-22.57
-3.82,-37.56,-22.52
-12.45,-33.54,-19.6
-12.85,-44.14,-18.33
-6.18,-68.6,-19.34
17.24,-2.17,-23.74
16.35,-3.7,-21.69
13.93,-18.82,-22.74
13.48,-19.55,-22.42
17.71,-15.31,-21.96
20.54,-14.39,-21.13
-63.26,104.93,4.49
-65.44,118.91,4.94
-68.32,113.48,5.47
22,-21.7,-21.37
18.24,-20.33,-20.33
18.16,-8.9,-17.58
15.98,-16.68,-16.39
14.4,-15.77,-16.21
3.95,-14.68,-14.86
1.68,-27.89,-16.53
-1.46,-26.6,-16.78
-6.71,-32.22,-16.21
-4.32,-30.79,-14.68
-8.19,-25.08,-13.21
-1.82,-46.52,-13.02
4.68,-40.91,-15.29
7.85,-39.74,-14.53
3.9,-45.89,-15.4
3.29,-30.23,-12.78
3.26,-36.76,-10.51
9.76,-41.51,-9.74
8.36,-37.11,-8.87
12.27,-33.13,-7.36
8.17,-37.75,-8.48
16.31,-32.79,-7.23
21.19,-31.25,-7.25
16.62,-28.84,-7.69
19.23,-28.28,-6.95
17.33,-24.55,-7.38
16.08,-22.71,-7.57
7.91,-25.58,-7.47
7.25,-25.04,-7.97
5.64,-27.26,-8.4
-2.02,-25.98,-8.71
-4.62,-34.22,-7.92
-5.48,-47.07,-11.57
-2.39,-35.02,-10.11
5.06,-35.08,-11.61
3.88,-34.05,-11.63
3.65,-26.71,-11.81
9.85,-27.83,-12.83
13.58,-18.65,-11.94
5.04,-29.52,-11.88
5.07,-34.97,-11.93
2.04,-41.67,-13.23
-24.59,-80.41,-21.02
-23.25,-64.75,-18.55
17.68,-4.46,-6.43
11.5,-13.23,-6.74
10.04,-17.35,-8.3
3.24,-24.65,-8.92
12.2,-20.45,-9.5
9.05,-3.94,-6.52
-5.93,-23.82,-5.61
-6.54,-28.53,-7.41
-6.74,-42.43,-10.31
1.4,-47,-12.75
10.21,-37.7,-13.15
13.14,-22.92,-13.18
17.02,-11.28,-13.96
17.6,-19.35,-14.7
21.15,-11,-15.45
20.78,-10.41,-14.68
20.95,-15.76,-15.88
18.5,-25.67,-18.11
19.55,-18.24,-17.59
19.36,-18.67,-18.08
15.86,-15.47,-16.26
17.37,-17.47,-16.05
14.2,-17.61,-15.62
11.83,-22,-15.9
11.57,-21.71,-16.29
8.53,-21.01,-16.15
3.31,-27.28,-15.5
3.37,-35.05,-14.86
1.42,-41.7,-17.42
2.5,-34.34,-18.43
4.4,-28.92,-17.82
3.45,-29.41,-18.13
6.56,-19.64,-16.48
9.44,-23.26,-16.22
12.41,-23.73,-15.45
-1.92,-23.59,-12.2
-0.39,-31.51,-11.95
-0.64,-34.14,-10.73
-1.06,-40.71,-11.51
3.3,-36.93,-10.84
-0.02,-36.55,-10.95
0.28,-32.2,-11.44
4.44,-25.09,-8.91
